Promotion,Seasonal,Sales_Volume,price,terms,section,season,material,origin
No,No,1028,31.95,shoes,MAN,Winter,Wool Blend,Brazil
Yes,Yes,1332,68.99,shoes,MAN,Summer,Linen,Cambodia
Yes,No,1317,47.95,shoes,WOMAN,Autumn,Denim,Bangladesh
No,No,923,29.95,jackets,WOMAN,Spring,Cotton,Portugal
No,No,969,35.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
No,No,924,35.99,jackets,MAN,Autumn,Cotton,India
Yes,Yes,1622,73.99,jackets,WOMAN,Winter,Denim,India
No,No,712,22.99,jackets,MAN,Autumn,Wool,Vietnam
Yes,No,1344,34.99,jackets,MAN,Spring,Cotton,Turkey
No,Yes,929,48.95,jackets,WOMAN,Summer,Wool Blend,India
No,No,895,49.99,jackets,WOMAN,Spring,Cotton,Spain
No,No,936,53.99,jackets,WOMAN,Winter,Wool Blend,Turkey
No,No,892,17.95,jackets,MAN,Summer,Cotton,Brazil
Yes,No,1525,27.95,jackets,WOMAN,Winter,Wool,Portugal
Yes,Yes,1280,40.99,sweaters,MAN,Autumn,Wool,Vietnam
Yes,Yes,1632,14.0,jackets,WOMAN,Summer,Cotton,Portugal
Yes,No,1459,21.99,jackets,WOMAN,Autumn,Acrylic,Morocco
Yes,Yes,1774,17.99,sweaters,WOMAN,Winter,Polyester,Cambodia
No,Yes,761,69.99,sweaters,WOMAN,Spring,Polyester,Bangladesh
Yes,Yes,1593,65.0,jackets,WOMAN,Winter,Wool Blend,Spain
No,Yes,844,19.99,sweaters,MAN,Spring,Cotton,China
No,Yes,782,88.95,shoes,WOMAN,Winter,Wool Blend,Vietnam
Yes,Yes,1601,20.99,jackets,MAN,Summer,Linen Blend,Spain
Yes,Yes,1671,42.99,shoes,WOMAN,Winter,Denim,Morocco
No,No,755,45.99,sweaters,WOMAN,Autumn,Wool,India
Yes,No,1346,43.99,jackets,WOMAN,Autumn,Cotton,Morocco
Yes,Yes,1167,59.99,sweaters,MAN,Winter,Wool,Morocco
No,No,860,48.99,jackets,MAN,Winter,Wool,China
No,No,877,59.0,jackets,WOMAN,Spring,Linen,China
Yes,Yes,1362,57.99,jackets,WOMAN,Autumn,Wool,China
No,Yes,779,79.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
No,No,808,15.99,jackets,MAN,Autumn,Denim,China
Yes,Yes,1127,69.95,sweaters,MAN,Autumn,Wool Blend,Brazil
No,No,1008,54.99,jackets,MAN,Winter,Cotton,Pakistan
Yes,Yes,1335,23.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
No,No,1037,16.99,jackets,WOMAN,Winter,Wool,Turkey
No,Yes,1089,21.95,jackets,WOMAN,Winter,Wool Blend,Spain
No,No,810,29.95,jackets,MAN,Autumn,Denim,China
Yes,Yes,1666,25.99,t-shirts,WOMAN,Autumn,Viscose,Spain
Yes,Yes,1780,22.95,t-shirts,WOMAN,Winter,Wool,China
No,No,752,45.95,jackets,WOMAN,Spring,Viscose,Turkey
Yes,Yes,1653,16.99,jackets,WOMAN,Spring,Polyester,Pakistan
No,No,741,108.95,jackets,WOMAN,Winter,Wool Blend,India
No,No,782,79.95,shoes,WOMAN,Spring,Denim,China
No,Yes,956,24.99,jackets,WOMAN,Winter,Wool Blend,Cambodia
Yes,No,1282,30.0,jackets,MAN,Autumn,Viscose,Vietnam
No,No,1117,24.99,sweaters,WOMAN,Winter,Wool Blend,China
Yes,Yes,1204,22.99,jackets,MAN,Spring,Cotton,Bangladesh
No,No,874,25.0,jackets,WOMAN,Autumn,Cotton,China
No,No,1010,19.95,jackets,WOMAN,Autumn,Wool Blend,Turkey
No,No,784,49.95,jackets,MAN,Autumn,Polyester,Portugal
No,No,962,22.0,sweaters,WOMAN,Spring,Polyester,Cambodia
No,Yes,850,25.95,shoes,MAN,Autumn,Viscose,Brazil
No,No,650,128.99,jackets,MAN,Winter,Wool Blend,Bangladesh
No,Yes,951,21.95,sweaters,MAN,Summer,Wool Blend,Morocco
Yes,No,1504,23.95,jackets,WOMAN,Autumn,Wool Blend,Turkey
No,No,836,22.99,sweaters,WOMAN,Autumn,Viscose,Morocco
No,Yes,988,50.99,jackets,WOMAN,Winter,Satin,Brazil
No,No,874,86.99,jackets,WOMAN,Summer,Linen,China
No,No,862,19.99,t-shirts,WOMAN,Autumn,Polyester,Portugal
Yes,No,1240,31.95,t-shirts,MAN,Spring,Linen,Cambodia
No,Yes,837,49.99,sweaters,WOMAN,Autumn,Viscose,Bangladesh
No,Yes,891,15.95,jeans,WOMAN,Autumn,Denim,India
No,Yes,706,106.99,jackets,MAN,Winter,Wool,Cambodia
No,No,766,59.99,jackets,MAN,Spring,Polyester,Turkey
No,No,1034,31.99,jackets,MAN,Winter,Wool Blend,Bangladesh
No,No,914,27.0,sweaters,MAN,Summer,Cotton,Pakistan
Yes,Yes,1182,13.99,sweaters,MAN,Autumn,Polyester,China
Yes,No,1113,56.95,jackets,MAN,Autumn,Cotton,China
No,Yes,855,35.99,jackets,WOMAN,Autumn,Polyester,Brazil
No,No,780,29.99,jackets,MAN,Autumn,Wool,Morocco
No,No,778,35.95,t-shirts,MAN,Autumn,Wool Blend,Brazil
No,No,970,31.99,jackets,WOMAN,Winter,Wool,Portugal
No,No,862,29.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
No,No,913,35.99,t-shirts,MAN,Autumn,Acrylic,India
Yes,No,1736,13.0,jackets,WOMAN,Summer,Linen,Morocco
Yes,Yes,1431,36.99,jackets,MAN,Summer,Cotton,Cambodia
No,No,916,42.95,jackets,WOMAN,Summer,Linen,India
No,No,855,75.99,jackets,WOMAN,Winter,Wool,Vietnam
No,No,940,42.0,shoes,MAN,Winter,Wool,Vietnam
Yes,No,1373,47.99,sweaters,WOMAN,Autumn,Wool Blend,Turkey
No,No,935,29.0,shoes,WOMAN,Autumn,Denim,Bangladesh
Yes,No,1489,12.95,jackets,WOMAN,Autumn,Wool Blend,India
No,No,745,69.99,jackets,WOMAN,Spring,Cotton,China
No,Yes,1055,22.99,shoes,WOMAN,Spring,Linen,Bangladesh
No,No,688,49.95,jackets,MAN,Autumn,Cotton,China
Yes,No,1197,64.95,t-shirts,MAN,Spring,Linen Blend,Turkey
No,No,816,29.99,jeans,WOMAN,Autumn,Polyester,China
No,Yes,800,79.0,sweaters,WOMAN,Spring,Cotton,India
Yes,Yes,1530,41.0,jackets,WOMAN,Spring,Cotton,Spain
No,No,882,38.95,t-shirts,MAN,Summer,Linen,Spain
No,No,877,59.99,sweaters,WOMAN,Spring,Linen Blend,China
No,No,1026,32.99,shoes,WOMAN,Winter,Acrylic,Portugal
Yes,Yes,1353,37.99,jackets,MAN,Summer,Linen,Morocco
No,No,877,21.99,t-shirts,WOMAN,Winter,Wool Blend,India
Yes,Yes,1165,38.0,jackets,MAN,Spring,Cotton,Vietnam
Yes,Yes,1427,39.99,sweaters,WOMAN,Autumn,Cotton,China
No,No,728,69.99,shoes,WOMAN,Spring,Cotton,Brazil
No,No,867,45.99,t-shirts,WOMAN,Autumn,Denim,Vietnam
Yes,Yes,1220,20.99,jackets,MAN,Autumn,Wool Blend,Bangladesh
No,Yes,1121,21.95,sweaters,WOMAN,Summer,Cotton,Bangladesh
Yes,Yes,1703,14.95,jackets,WOMAN,Summer,Cotton,China
No,No,832,22.99,jackets,WOMAN,Spring,Linen,India
Yes,Yes,1449,61.95,jackets,WOMAN,Autumn,Acrylic,China
No,No,791,19.99,jackets,MAN,Spring,Polyester,Vietnam
Yes,No,1550,28.99,jackets,WOMAN,Summer,Linen,China
Yes,Yes,1342,83.0,jackets,WOMAN,Spring,Viscose,Portugal
Yes,Yes,1322,63.0,t-shirts,WOMAN,Winter,Wool,India
No,No,1034,24.99,t-shirts,WOMAN,Winter,Wool,India
No,Yes,631,119.99,t-shirts,WOMAN,Spring,Cotton,Bangladesh
Yes,No,1417,66.99,shoes,WOMAN,Spring,Cotton,Vietnam
No,No,712,89.99,sweaters,MAN,Spring,Polyester,India
Yes,Yes,1291,58.99,jackets,WOMAN,Autumn,Polyester,Turkey
No,Yes,903,19.99,jackets,MAN,Spring,Cotton,Bangladesh
No,Yes,831,63.99,t-shirts,WOMAN,Summer,Linen Blend,China
No,Yes,895,66.95,shoes,WOMAN,Winter,Wool,Cambodia
No,Yes,929,42.95,t-shirts,MAN,Winter,Wool Blend,Turkey
No,No,964,49.95,sweaters,MAN,Winter,Wool Blend,Pakistan
No,No,864,45.0,jackets,WOMAN,Spring,Cotton,China
Yes,Yes,1471,31.99,shoes,WOMAN,Winter,Cotton,India
No,No,718,79.99,jackets,MAN,Spring,Cotton,Bangladesh
Yes,Yes,1266,44.99,sweaters,MAN,Autumn,Wool,Portugal
No,No,1056,22.99,jackets,WOMAN,Summer,Linen,Vietnam
Yes,Yes,1641,37.95,jackets,WOMAN,Summer,Linen Blend,Morocco
No,Yes,767,69.0,sweaters,MAN,Autumn,Polyester,Bangladesh
Yes,Yes,1562,31.95,jeans,WOMAN,Summer,Cotton,China
No,Yes,731,19.99,jackets,MAN,Autumn,Wool Blend,China
No,No,957,28.99,shoes,MAN,Winter,Acrylic,Bangladesh
Yes,No,1429,23.95,jackets,WOMAN,Autumn,Polyester,Turkey
No,No,916,19.99,jackets,WOMAN,Autumn,Wool,Morocco
No,No,669,128.0,shoes,MAN,Winter,Polyester,Morocco
Yes,No,1401,32.99,jackets,MAN,Spring,Cotton,Portugal
No,No,1047,27.99,jackets,WOMAN,Winter,Polyester,China
No,No,896,44.99,sweaters,WOMAN,Summer,Linen,Cambodia
Yes,No,1528,12.99,t-shirts,WOMAN,Spring,Linen,Bangladesh
No,Yes,876,45.99,jackets,WOMAN,Spring,Cotton,Vietnam
No,Yes,893,29.99,t-shirts,WOMAN,Autumn,Wool,India
No,No,744,126.99,jackets,MAN,Winter,Wool,Spain
Yes,Yes,1494,23.95,shoes,WOMAN,Autumn,Wool,Vietnam
No,Yes,925,19.95,shoes,WOMAN,Spring,Linen,China
No,No,860,19.99,jackets,WOMAN,Autumn,Wool,India
Yes,Yes,1413,33.99,jackets,WOMAN,Autumn,Cotton,Vietnam
No,No,1017,43.95,sweaters,WOMAN,Winter,Wool,Turkey
Yes,Yes,1370,18.95,t-shirts,MAN,Spring,Cotton,India
No,Yes,884,75.99,jeans,WOMAN,Winter,Wool,Turkey
Yes,Yes,1417,39.99,jackets,WOMAN,Spring,Viscose,Portugal
Yes,No,1410,109.95,jackets,WOMAN,Summer,Cotton,Vietnam
No,No,871,22.99,jackets,WOMAN,Spring,Linen,India
Yes,Yes,1449,51.95,shoes,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1345,59.99,jackets,WOMAN,Autumn,Polyester,China
No,Yes,835,89.99,jackets,WOMAN,Autumn,Wool,Bangladesh
Yes,Yes,1209,75.0,jackets,MAN,Winter,Wool,Bangladesh
No,No,1014,31.99,t-shirts,WOMAN,Winter,Polyester,Morocco
Yes,Yes,1579,34.95,jackets,WOMAN,Winter,Viscose,China
No,Yes,831,53.95,sweaters,MAN,Winter,Viscose,Bangladesh
No,Yes,802,59.95,sweaters,WOMAN,Spring,Linen,Spain
No,No,877,29.95,t-shirts,WOMAN,Autumn,Cotton,Cambodia
No,Yes,943,29.99,jackets,WOMAN,Spring,Polyester,India
Yes,Yes,1466,15.99,sweaters,MAN,Winter,Cotton,India
Yes,Yes,1147,64.95,shoes,WOMAN,Autumn,Polyester,Spain
Yes,Yes,1258,56.95,shoes,WOMAN,Spring,Cotton,Cambodia
No,No,908,15.99,jackets,WOMAN,Spring,Wool Blend,Turkey
No,Yes,787,49.99,jackets,WOMAN,Autumn,Cotton,Spain
Yes,Yes,1631,25.95,jackets,WOMAN,Winter,Polyester,Turkey
No,Yes,891,32.99,t-shirts,WOMAN,Winter,Cotton,Bangladesh
Yes,Yes,1217,99.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
Yes,Yes,1612,30.99,sweaters,WOMAN,Autumn,Polyester,Cambodia
No,Yes,982,48.99,sweaters,WOMAN,Winter,Wool,Turkey
No,No,889,50.99,jackets,WOMAN,Summer,Linen,India
Yes,No,1526,37.99,t-shirts,WOMAN,Summer,Linen Blend,China
No,Yes,996,33.95,sweaters,WOMAN,Summer,Cotton,Morocco
No,No,846,25.99,jackets,WOMAN,Autumn,Cotton,Bangladesh
Yes,Yes,1662,24.99,jackets,WOMAN,Spring,Linen,China
Yes,Yes,1591,17.99,sweaters,WOMAN,Spring,Cotton,Bangladesh
No,Yes,1137,25.99,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,954,29.99,shoes,WOMAN,Autumn,Polyester,Turkey
Yes,Yes,1207,39.95,jackets,MAN,Spring,Cotton,India
Yes,Yes,1208,18.95,jackets,MAN,Autumn,Cotton,India
No,No,825,49.0,t-shirts,WOMAN,Summer,Cotton,Pakistan
No,No,927,76.95,jackets,WOMAN,Summer,Linen Blend,China
No,Yes,1079,16.99,t-shirts,MAN,Winter,Cotton,China
No,No,817,59.95,t-shirts,WOMAN,Spring,Linen,Bangladesh
No,Yes,946,39.95,shoes,WOMAN,Autumn,Polyester,Morocco
No,No,859,39.95,jackets,WOMAN,Autumn,Polyester,Spain
No,No,747,25.99,jackets,MAN,Spring,Linen,Turkey
No,No,1042,21.99,jackets,WOMAN,Winter,Wool Blend,Cambodia
No,No,932,27.99,shoes,WOMAN,Winter,Acrylic,Bangladesh
No,Yes,922,33.99,jackets,WOMAN,Summer,Linen Blend,Morocco
No,No,912,19.99,jackets,WOMAN,Autumn,Denim,India
Yes,Yes,1478,33.99,sweaters,MAN,Winter,Wool,China
Yes,Yes,1338,29.95,t-shirts,WOMAN,Autumn,Wool,Morocco
Yes,Yes,1326,48.95,jackets,WOMAN,Autumn,Wool,China
No,No,914,38.99,jackets,WOMAN,Winter,Viscose,Morocco
No,No,1023,28.95,shoes,WOMAN,Winter,Wool,Pakistan
No,No,754,49.99,sweaters,WOMAN,Spring,Cotton,China
No,No,1119,22.99,jackets,WOMAN,Winter,Wool Blend,Bangladesh
Yes,No,1366,16.99,jackets,WOMAN,Autumn,Cotton,Bangladesh
No,No,892,29.99,t-shirts,MAN,Autumn,Viscose,Bangladesh
No,Yes,952,19.99,t-shirts,WOMAN,Spring,Cotton,India
No,No,714,39.95,sweaters,MAN,Spring,Linen,Portugal
Yes,No,1412,44.95,sweaters,MAN,Winter,Wool,Spain
No,No,889,19.0,sweaters,WOMAN,Spring,Linen,Cambodia
Yes,No,1703,43.95,sweaters,WOMAN,Winter,Acrylic,China
Yes,No,1414,39.0,jackets,WOMAN,Autumn,Acrylic,India
No,No,839,35.95,jackets,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1512,38.99,jackets,WOMAN,Winter,Wool Blend,Morocco
No,No,1071,32.0,jackets,WOMAN,Winter,Wool,Pakistan
No,Yes,973,86.95,jackets,WOMAN,Summer,Linen,Morocco
No,Yes,894,63.99,jackets,MAN,Winter,Wool,Portugal
Yes,Yes,1233,67.0,sweaters,MAN,Autumn,Polyester,Spain
No,Yes,813,15.99,jackets,MAN,Spring,Linen Blend,China
No,Yes,850,88.95,shoes,WOMAN,Summer,Linen,China
No,Yes,823,39.95,jackets,MAN,Autumn,Wool Blend,China
No,No,947,73.99,jackets,WOMAN,Winter,Wool,China
No,Yes,761,69.99,t-shirts,MAN,Autumn,Wool,China
Yes,Yes,1648,38.95,shoes,WOMAN,Summer,Linen,China
Yes,Yes,1392,44.99,jackets,WOMAN,Autumn,Denim,Cambodia
No,Yes,947,29.99,jackets,WOMAN,Autumn,Wool Blend,Vietnam
No,No,958,66.99,sweaters,WOMAN,Summer,Linen,Bangladesh
No,No,852,33.95,jackets,MAN,Summer,Linen,Vietnam
No,Yes,983,44.95,jackets,WOMAN,Winter,Wool Blend,Brazil
No,No,918,49.99,jackets,MAN,Winter,Wool Blend,India
Yes,Yes,1356,48.99,sweaters,MAN,Winter,Acrylic,Bangladesh
Yes,Yes,1356,24.99,shoes,WOMAN,Autumn,Wool Blend,Turkey
No,No,945,53.95,jackets,WOMAN,Winter,Cotton,Morocco
Yes,No,1322,31.0,jackets,WOMAN,Autumn,Cotton,India
Yes,No,1592,35.95,jackets,WOMAN,Summer,Linen,Pakistan
Yes,Yes,1349,39.99,sweaters,WOMAN,Autumn,Viscose,Brazil
No,No,996,32.0,sweaters,WOMAN,Winter,Wool Blend,Turkey
Yes,No,1278,55.99,t-shirts,WOMAN,Spring,Viscose,Morocco
Yes,Yes,1692,53.0,jackets,WOMAN,Winter,Polyester,Pakistan
No,Yes,1059,33.95,shoes,WOMAN,Summer,Cotton,Portugal
No,Yes,1175,17.99,jackets,WOMAN,Winter,Viscose,Cambodia
No,No,876,86.99,jackets,WOMAN,Summer,Linen,Cambodia
No,No,813,69.99,jackets,WOMAN,Autumn,Wool,Cambodia
Yes,Yes,1759,21.99,t-shirts,WOMAN,Winter,Acrylic,India
Yes,Yes,1400,44.99,sweaters,WOMAN,Spring,Viscose,China
Yes,No,1461,43.95,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,1144,25.99,sweaters,WOMAN,Winter,Wool,Portugal
No,No,1062,24.99,jackets,MAN,Winter,Wool Blend,Turkey
Yes,Yes,1452,32.95,sweaters,WOMAN,Winter,Wool,Bangladesh
Yes,No,1253,69.99,jackets,MAN,Summer,Acrylic,Morocco
Yes,No,1622,14.99,jackets,MAN,Winter,Wool Blend,Portugal
Yes,Yes,1282,82.99,shoes,WOMAN,Autumn,Polyester,Argentina
Yes,Yes,1499,30.95,jackets,WOMAN,Autumn,Cotton,Bangladesh
No,Yes,793,25.95,shoes,MAN,Spring,Linen,Vietnam
Yes,Yes,1322,42.99,jackets,WOMAN,Autumn,Wool,Bangladesh
Yes,No,1278,13.95,jackets,MAN,Autumn,Wool Blend,Brazil
No,Yes,672,45.99,jackets,MAN,Autumn,Polyester,Morocco
Yes,Yes,1411,56.95,jackets,MAN,Summer,Cotton,Pakistan
Yes,No,1179,41.95,jackets,MAN,Spring,Linen,Cambodia
No,No,833,19.99,jackets,WOMAN,Autumn,Acrylic,Spain
No,No,637,119.99,sweaters,WOMAN,Autumn,Wool Blend,Turkey
Yes,Yes,1286,90.99,jackets,WOMAN,Winter,Wool,Portugal
Yes,No,1306,75.95,jackets,WOMAN,Spring,Linen,Morocco
No,No,870,15.95,sweaters,WOMAN,Autumn,Viscose,Turkey
Yes,Yes,1366,22.95,t-shirts,MAN,Spring,Linen Blend,Pakistan
No,No,890,19.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1724,14.99,jackets,WOMAN,Summer,Denim,Turkey
No,No,723,79.99,jackets,WOMAN,Autumn,Wool,Spain
No,Yes,863,22.99,jeans,MAN,Autumn,Wool,Vietnam
No,Yes,918,29.0,jeans,MAN,Spring,Viscose,Cambodia
Yes,Yes,1293,61.95,t-shirts,WOMAN,Autumn,Wool,India
No,No,926,50.99,shoes,WOMAN,Winter,Cotton,Bangladesh
No,No,971,17.99,shoes,WOMAN,Winter,Wool Blend,Turkey
Yes,No,1234,38.99,shoes,WOMAN,Spring,Linen Blend,Turkey
No,No,995,32.0,t-shirts,WOMAN,Winter,Wool Blend,China
Yes,Yes,1701,20.99,shoes,WOMAN,Summer,Linen Blend,India
Yes,Yes,1405,48.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
No,Yes,763,35.99,t-shirts,MAN,Autumn,Polyester,Portugal
Yes,No,1190,71.99,jackets,MAN,Spring,Linen,Bangladesh
No,No,825,29.99,jackets,MAN,Autumn,Wool,Turkey
Yes,Yes,1820,15.95,shoes,WOMAN,Winter,Wool Blend,Portugal
No,Yes,764,59.99,sweaters,MAN,Autumn,Polyester,Turkey
No,No,954,53.95,jackets,WOMAN,Summer,Cotton,Turkey
No,Yes,836,15.99,jackets,MAN,Autumn,Cotton,China
No,No,775,19.99,shoes,MAN,Spring,Cotton,Vietnam
No,Yes,678,35.95,jackets,MAN,Spring,Cotton,China
No,Yes,768,45.95,jackets,MAN,Autumn,Acrylic,Vietnam
Yes,Yes,1226,28.99,jackets,MAN,Autumn,Polyester,Portugal
Yes,Yes,1324,34.99,t-shirts,MAN,Winter,Acrylic,China
No,Yes,910,22.99,jackets,WOMAN,Autumn,Wool Blend,China
Yes,No,1518,19.99,jackets,MAN,Winter,Cotton,Bangladesh
No,Yes,812,37.95,t-shirts,MAN,Summer,Cotton,Turkey
Yes,Yes,1679,17.0,jackets,WOMAN,Spring,Linen Blend,China
Yes,No,1525,38.99,jackets,WOMAN,Winter,Wool,China
Yes,No,1577,27.95,t-shirts,WOMAN,Winter,Silk,Cambodia
Yes,Yes,1339,31.95,jackets,WOMAN,Spring,Cotton,Morocco
No,No,1027,65.99,t-shirts,WOMAN,Summer,Linen,Morocco
Yes,Yes,1335,40.99,shoes,MAN,Spring,Linen,Turkey
No,Yes,749,49.95,sweaters,MAN,Spring,Linen,Bangladesh
Yes,No,1549,50.99,jackets,WOMAN,Winter,Wool Blend,Spain
No,Yes,775,49.99,jeans,MAN,Autumn,Polyester,China
No,Yes,671,69.99,jackets,MAN,Autumn,Acrylic,Bangladesh
No,No,905,25.99,sweaters,WOMAN,Autumn,Wool,Turkey
Yes,No,1224,39.95,shoes,MAN,Autumn,Wool,Vietnam
Yes,Yes,1307,69.99,sweaters,WOMAN,Spring,Linen,China
Yes,Yes,1454,38.95,sweaters,WOMAN,Autumn,Cotton,China
No,Yes,859,29.99,sweaters,WOMAN,Autumn,Wool,China
No,No,859,19.99,t-shirts,WOMAN,Spring,Denim,Turkey
Yes,Yes,1504,35.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
Yes,Yes,1595,41.99,jackets,WOMAN,Winter,Wool,China
No,Yes,847,39.95,shoes,WOMAN,Spring,Linen,Turkey
Yes,Yes,1395,49.95,jackets,WOMAN,Spring,Linen,China
No,Yes,872,22.99,jackets,MAN,Summer,Linen,China
No,Yes,814,69.95,jackets,WOMAN,Autumn,Acrylic,Morocco
Yes,Yes,1686,23.95,jackets,WOMAN,Summer,Linen,Bangladesh
No,No,991,21.99,jackets,MAN,Winter,Polyester,Turkey
Yes,Yes,1258,29.0,jackets,WOMAN,Autumn,Wool,Spain
Yes,Yes,1438,23.95,jackets,WOMAN,Autumn,Wool Blend,Cambodia
Yes,Yes,1205,44.99,jackets,MAN,Spring,Linen,India
No,Yes,780,29.95,jackets,MAN,Spring,Cotton,Portugal
No,Yes,809,35.99,jackets,WOMAN,Spring,Denim,Portugal
No,No,869,25.99,shoes,WOMAN,Autumn,Wool,Bangladesh
No,Yes,997,55.99,sweaters,WOMAN,Summer,Cotton,Turkey
Yes,Yes,1493,21.0,sweaters,WOMAN,Autumn,Wool,Spain
Yes,No,1307,16.99,jeans,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1252,79.99,shoes,WOMAN,Spring,Linen,Bangladesh
Yes,No,1604,22.99,jeans,WOMAN,Winter,Wool Blend,China
Yes,Yes,1549,26.99,jackets,WOMAN,Winter,Viscose,China
Yes,Yes,1438,42.99,jackets,WOMAN,Summer,Linen,Spain
No,No,827,19.95,jackets,MAN,Autumn,Wool Blend,Portugal
No,No,822,25.99,jackets,WOMAN,Spring,Linen,China
No,No,869,45.95,jackets,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1308,42.95,jackets,MAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1275,21.99,shoes,MAN,Autumn,Denim,India
No,No,698,99.99,jackets,WOMAN,Spring,Wool Blend,Bangladesh
No,Yes,1044,17.99,jackets,WOMAN,Winter,Wool,Turkey
No,No,616,79.99,jeans,MAN,Autumn,Wool,China
No,Yes,728,59.0,t-shirts,MAN,Spring,Cotton,Vietnam
No,No,853,54.95,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,No,1373,67.99,jackets,WOMAN,Winter,Cotton,Portugal
No,No,862,32.99,jackets,MAN,Summer,Linen,China
Yes,No,1231,68.0,shoes,WOMAN,Spring,Polyester,Turkey
Yes,No,1292,69.95,jackets,WOMAN,Autumn,Wool Blend,Morocco
Yes,Yes,1270,52.99,sweaters,WOMAN,Autumn,Wool Blend,China
No,No,731,119.0,jackets,WOMAN,Spring,Cotton,India
Yes,Yes,1325,13.99,jackets,MAN,Autumn,Wool,China
No,No,1006,25.99,sweaters,WOMAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1537,30.99,jackets,WOMAN,Spring,Cotton,Morocco
Yes,Yes,1607,46.0,jackets,WOMAN,Winter,Polyester,India
Yes,Yes,1395,49.99,jackets,WOMAN,Spring,Linen,India
No,No,716,99.99,jackets,MAN,Spring,Cotton,Turkey
No,No,713,79.99,jackets,MAN,Autumn,Wool Blend,Portugal
Yes,No,1649,70.95,jackets,WOMAN,Winter,Wool Blend,Vietnam
No,No,819,53.99,t-shirts,MAN,Winter,Wool,Turkey
Yes,No,1265,64.99,jackets,WOMAN,Autumn,Polyester,Spain
No,Yes,660,99.99,jackets,MAN,Summer,Linen,Argentina
No,No,961,45.95,sweaters,WOMAN,Spring,Cotton,Turkey
No,No,1068,17.99,jackets,WOMAN,Winter,Wool Blend,Morocco
No,No,898,39.99,jackets,MAN,Autumn,Wool Blend,China
Yes,Yes,1728,14.99,jackets,WOMAN,Summer,Cotton,Bangladesh
No,No,822,63.95,jeans,WOMAN,Winter,Wool Blend,Bangladesh
No,Yes,1139,25.99,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1582,22.99,jackets,MAN,Summer,Linen,India
No,No,1017,77.99,jackets,WOMAN,Summer,Linen,China
Yes,Yes,1289,81.99,sweaters,WOMAN,Winter,Wool Blend,Bangladesh
Yes,No,1273,31.0,jackets,WOMAN,Spring,Cotton,China
Yes,No,1287,71.99,sweaters,WOMAN,Autumn,Acrylic,Bangladesh
Yes,Yes,1571,20.99,t-shirts,WOMAN,Winter,Wool Blend,Bangladesh
No,No,864,45.99,jackets,WOMAN,Autumn,Polyester,China
Yes,Yes,1533,23.0,sweaters,WOMAN,Autumn,Wool Blend,India
Yes,No,1451,16.99,jackets,MAN,Spring,Linen,Cambodia
No,No,989,32.95,jackets,WOMAN,Summer,Cotton,Morocco
No,No,904,108.0,jackets,WOMAN,Winter,Cotton,Turkey
Yes,Yes,1268,25.95,t-shirts,WOMAN,Spring,Satin,Morocco
Yes,No,1553,16.99,jackets,WOMAN,Spring,Cotton,India
No,No,858,25.99,jeans,MAN,Winter,Wool,Bangladesh
Yes,Yes,1393,24.99,jackets,WOMAN,Autumn,Wool,China
No,No,771,63.95,jackets,MAN,Summer,Cotton,China
No,No,825,29.99,shoes,WOMAN,Autumn,Denim,Bangladesh
No,No,782,35.95,jackets,MAN,Autumn,Wool,Bangladesh
Yes,No,1694,43.95,shoes,WOMAN,Summer,Linen Blend,Brazil
No,No,887,44.95,jackets,WOMAN,Winter,Satin,Bangladesh
Yes,Yes,1123,69.99,jackets,MAN,Winter,Wool,Bangladesh
Yes,Yes,1485,18.0,sweaters,WOMAN,Summer,Linen Blend,Bangladesh
No,No,1099,33.99,t-shirts,WOMAN,Winter,Wool Blend,Bangladesh
No,No,999,42.0,sweaters,WOMAN,Winter,Polyester,Bangladesh
No,No,803,39.0,jackets,MAN,Autumn,Polyester,Portugal
Yes,Yes,1495,24.95,t-shirts,WOMAN,Winter,Acrylic,Cambodia
Yes,Yes,1356,88.95,jackets,WOMAN,Winter,Cotton,Turkey
Yes,Yes,1196,59.99,jackets,MAN,Autumn,Wool Blend,Cambodia
No,Yes,838,25.95,jackets,WOMAN,Spring,Cotton,Bangladesh
Yes,Yes,1487,60.99,jackets,WOMAN,Summer,Cotton,Pakistan
Yes,No,1658,28.99,jackets,WOMAN,Summer,Polyester,China
Yes,Yes,1306,29.95,jackets,MAN,Spring,Wool Blend,Bangladesh
